reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,8711,NCT00891878,OG000,Arm A (Capecitabine),gastric_gej,1L,chemotherapy,False,no,0,ctgov,Response Rate (Complete Response or Partial Response),Response Rate (Complete Response or Partial Response),,,0,6.0,0.0,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00891878,https://clinicaltrials.gov/api/v2/studies/NCT00891878
ctgov_verified_orr_like,8807,NCT00729482,OG000,RAD001,gastric_gej,1L,targeted_therapy,False,no,3.7,ctgov,Response Rate,Response Rate,,,3.7,51.0,3.7,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00729482,https://clinicaltrials.gov/api/v2/studies/NCT00729482
ctgov_verified_orr_like,9204,NCT00459875,OG000,Sunitinib,renal,2L+,targeted_therapy,False,no,4.34783,ctgov,Overall Objective Response Rate as Measured by RECIST,Overall Objective Response Rate as Measured by RECIST,Partial Response (PR),,1,23.0,4.3478260869565215,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00459875,https://clinicaltrials.gov/api/v2/studies/NCT00459875
ctgov_verified_orr_like,9593,NCT00006227,OG000,Treatment (paclitaxel),ovarian_fallopian_peritoneal,2L,chemotherapy,False,no,3.2,ctgov,Probability of Complete Clinical Response,Probability of Complete Clinical Response,,,3.2,31.0,3.2,27,disease_therapy;fallback_disease_baseline;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::mifepristone;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00006227,https://clinicaltrials.gov/api/v2/studies/NCT00006227
ctgov_verified_orr_like,9818,NCT00835978,OG002__non_randomized_arm_b465aa38,Non-randomized Arm,renal,neoadjuvant,targeted_therapy,False,no,59.3,ctgov,Objective Response Rate (ORR) - Percentage of Participants With Objective Response,Objective Response Rate (ORR) - Percentage of Participants With Objective Response,,,59.3,91.0,59.3,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00835978,https://clinicaltrials.gov/api/v2/studies/NCT00835978
ctgov_verified_orr_like,9822,NCT00835978,OG002__non_randomized_arm_sa_population_f4676a55,Non-randomized Arm (SA Population),renal,neoadjuvant,targeted_therapy,False,no,59,pubmed,,Objective Response Rate (ORR) - Percentage of Participants With Objective Response,,,59.3,91.0,59.3,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00835978,https://clinicaltrials.gov/api/v2/studies/NCT00835978
ctgov_verified_orr_like,9864,NCT01064713,OG000,"40 mg Tesetaxel, Cohort A",melanoma_skin,2L,chemotherapy,False,no,0,ctgov,"Response Rate (ie, the Percentage of Subjects With a Confirmed Complete or Partial Response)","Response Rate (ie, the Percentage of Subjects With a Confirmed Complete or Partial Response)",Complete Response (CR),,0,13.0,0.0,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01064713,https://clinicaltrials.gov/api/v2/studies/NCT01064713
ctgov_verified_orr_like,9865,NCT01064713,OG001,"50 mg Tesetaxel, Cohort B",melanoma_skin,2L,chemotherapy,False,no,0,ctgov,"Response Rate (ie, the Percentage of Subjects With a Confirmed Complete or Partial Response)","Response Rate (ie, the Percentage of Subjects With a Confirmed Complete or Partial Response)",Complete Response (CR),,0,4.0,0.0,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01064713,https://clinicaltrials.gov/api/v2/studies/NCT01064713
ctgov_verified_orr_like,9913,NCT03200717,OG000,Pazopanib- 2nd Line,renal,neoadjuvant,targeted_therapy,False,no,23.4,ctgov,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,,,23.4,47.0,23.4,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717
ctgov_verified_orr_like,9914,NCT03200717,OG001,Pazopanib- 3rd Line,renal,neoadjuvant,targeted_therapy,False,no,0,ctgov,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,,,0,15.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717
ctgov_verified_orr_like,9915,NCT03200717,OG002,All Participants,renal,neoadjuvant,targeted_therapy,False,no,17.7,ctgov,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,,,17.7,62.0,17.7,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717
ctgov_verified_orr_like,10056,NCT01524692,OG000__p000,Single ARM Dovitinib treatment,adenoid_cystic,adjuvant,targeted_therapy,False,no,5.88235,ctgov,Determine the Objective Tumor Response Rate Following Treatment With TKI258,Determine the Objective Tumor Response Rate Following Treatment With TKI258,,Partial Response,2,34.0,5.88235294117647,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01524692,https://clinicaltrials.gov/api/v2/studies/NCT01524692
ctgov_verified_orr_like,10137,NCT00382733,OG000__oral_topotecan_0_25_mg_daily_fb837457,Oral Topotecan 0.25 mg Daily,multiple_solid_tumors,2L+,chemotherapy,False,no,0,ctgov,Best Overall Response,Best Overall Response,Complete Response,,0,3.0,0.0,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733
ctgov_verified_orr_like,10138,NCT00382733,OG001,Oral Topotecan 0.50 mg Daily,multiple_solid_tumors,2L+,chemotherapy,False,no,0,ctgov,Best Overall Response,Best Overall Response,Complete Response,,0,4.0,0.0,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733
ctgov_verified_orr_like,10139,NCT00382733,OG002,Oral Topotecan 0.75 mg Daily,multiple_solid_tumors,2L+,chemotherapy,False,no,0,ctgov,Best Overall Response,Best Overall Response,Complete Response,,0,3.0,0.0,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733
ctgov_verified_orr_like,10140,NCT00382733,OG003,Oral Topotecan 1.0 mg Daily,multiple_solid_tumors,2L+,chemotherapy,False,no,7.14286,ctgov,Best Overall Response,Best Overall Response,Partial Response,,1,14.0,7.142857142857142,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733
ctgov_verified_orr_like,10141,NCT00382733,OG004,Oral Topotecan 1.25 mg Daily,multiple_solid_tumors,2L+,chemotherapy,False,no,0,ctgov,Best Overall Response,Best Overall Response,Complete Response,,0,2.0,0.0,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733
ctgov_verified_orr_like,10633,NCT01271504,OG001__phase_2_sorafenib_400_mg_fde30fd2,Phase 2: Sorafenib 400 mg,liver_hcc,1L,targeted_therapy;supportive_care_or_symptom_control,False,no,4.8,ctgov,Phase 2: Percentage of Participants With Overall Response,Phase 2: Percentage of Participants With Overall Response,,,4.8,42.0,4.8,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01271504,https://clinicaltrials.gov/api/v2/studies/NCT01271504
ctgov_verified_orr_like,10652,NCT00833417,OG000__metastatic_basal_cell_carcinoma_e228b141,Metastatic Basal-Cell Carcinoma,skin_nonmelanoma,2L+,targeted_therapy,False,no,30.3,ctgov,Objective Response (OR) Determined by the Independent Review Facility,Objective Response (OR) Determined by the Independent Review Facility,,,30.3,33.0,30.3,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417
ctgov_verified_orr_like,10653,NCT00833417,OG001,Locally Advanced Basal-Cell Carcinoma,skin_nonmelanoma,2L+,targeted_therapy,False,no,42.9,ctgov,Objective Response (OR) Determined by the Independent Review Facility,Objective Response (OR) Determined by the Independent Review Facility,,,42.9,63.0,42.9,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417
ctgov_verified_orr_like,10743,NCT01845805,OG001,Arm B: observation,pancreatic,adjuvant,chemotherapy;supportive_care_or_symptom_control,False,no,0,ctgov,Response Rate as Assessed by Number of Participants With Partial or Complete Response,Response Rate as Assessed by Number of Participants With Partial or Complete Response,,,0,13.0,0.0,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01845805,https://clinicaltrials.gov/api/v2/studies/NCT01845805
