atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
10981,NCT01297244,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244,A Biomarker Study of Tivozanib in Subjects With Advanced Renal Cell Carcinoma,renal,2L+,no,OG000__clear_cell_rcc_d62b8045,OG000,Clear Cell RCC,Clear Cell RCC,Subjects received 1.5 mg tivozanib orally once daily beginning on Cycle 1 Day 1 for 3 weeks followed by 1 week off treatment. One cycle is defined as 4 weeks of treatment. Cycles are repeated every 4 weeks.,Tivozanib,Clear Cell RCC | Subjects received 1.5 mg tivozanib orally once daily beginning on Cycle 1 Day 1 for 3 weeks followed by 1 week off treatment. One cycle is defined as 4 weeks of treatment. Cycles are repeated every 4 weeks. | Tivozanib,targeted_therapy,False,26.6667,24,90,Number of Subjects With Objective Response Rate (ORR),Throughout the treatment period (approximately 6 months from the subject's first dose of tivozanib).,26.6667,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,26.666666666666668,-3.333333333088717e-05,Number of Subjects With Objective Response Rate (ORR),SECONDARY,Throughout the treatment period (approximately 6 months from the subject's first dose of tivozanib).,COUNT_OF_PARTICIPANTS,Participants,,,OG000,Clear Cell RCC,24,90.0,26.666666666666668,,,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244,2026-06-03,
10982,NCT01297244,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244,A Biomarker Study of Tivozanib in Subjects With Advanced Renal Cell Carcinoma,renal,2L+,no,OG001,OG001,Non-Clear Cell RCC,Non-Clear Cell RCC,Subjects received 1.5 mg tivozanib orally once daily beginning on Cycle 1 Day 1 for 3 weeks followed by 1 week off treatment. One cycle is defined as 4 weeks of treatment. Cycles are repeated every 4 weeks.,Tivozanib,Non-Clear Cell RCC | Subjects received 1.5 mg tivozanib orally once daily beginning on Cycle 1 Day 1 for 3 weeks followed by 1 week off treatment. One cycle is defined as 4 weeks of treatment. Cycles are repeated every 4 weeks. | Tivozanib,targeted_therapy,False,13.3333,2,15,Number of Subjects With Objective Response Rate (ORR),Throughout the treatment period (approximately 6 months from the subject's first dose of tivozanib).,13.3333,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,13.333333333333334,3.3333333334439885e-05,Number of Subjects With Objective Response Rate (ORR),SECONDARY,Throughout the treatment period (approximately 6 months from the subject's first dose of tivozanib).,COUNT_OF_PARTICIPANTS,Participants,,,OG001,Non-Clear Cell RCC,2,15.0,13.333333333333334,,,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244,2026-06-03,
11147,NCT00769600,https://clinicaltrials.gov/study/NCT00769600,https://clinicaltrials.gov/api/v2/studies/NCT00769600,Phase II Study of Itraconazole and Pemetrexed in Patients With Previously Treated Non-Squamous NSCLC,nsclc,2L+,no,OG001__arm_b_f06ed8f5,OG001,Arm B,Arm B,Pemetrexed alone,Pemetrexed,Arm B | Pemetrexed alone | Pemetrexed,chemotherapy,False,,,,,,0,pubmed,23546045,0,23546045,25,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::raltitrexed;gastric::irinotecan;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,RECIST Response,PRIMARY,Up to 3 years,COUNT_OF_PARTICIPANTS,Participants,PR,,OG001,Single Agent Pemetrexed,0,8.0,0.0,,,https://clinicaltrials.gov/study/NCT00769600,https://clinicaltrials.gov/api/v2/studies/NCT00769600,2026-06-03,Atlas model ORR source is pubmed.
11204,NCT03759587,https://clinicaltrials.gov/study/NCT03759587,https://clinicaltrials.gov/api/v2/studies/NCT03759587,Japan Phase 2 Study of Niraparib (Maintenance Therapy) in Participants With Relapsed Ovarian Cancer,ovarian_fallopian_peritoneal,maintenance,no,OG000,OG000,Niraparib 300 mg,Niraparib 300 mg,"Niraparib 300 mg, capsules, orally, once daily on Days 1 to 28 of each 28-day treatment cycle (up to 51 cycles).",Niraparib,"Niraparib 300 mg | Niraparib 300 mg, capsules, orally, once daily on Days 1 to 28 of each 28-day treatment cycle (up to 51 cycles). | Niraparib",targeted_therapy,False,0,0,5,Overall Response Rate (ORR),Up to 48 months,0,ctgov,,,,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Response Rate (ORR),SECONDARY,Up to 48 months,NUMBER,percentage of participants,,,OG000,Niraparib 300 mg,0,5.0,0.0,,,https://clinicaltrials.gov/study/NCT03759587,https://clinicaltrials.gov/api/v2/studies/NCT03759587,2026-06-03,
11449,NCT01478373,https://clinicaltrials.gov/study/NCT01478373,https://clinicaltrials.gov/api/v2/studies/NCT01478373,Efficacy and Safety of Dovitinib in Patients With Gastrointestinal Stromal Tumors Refractory and/or Intolerant to Imatinib,sarcoma_gist_bone,adjuvant,no,OG000,OG000,Dovitinib,Dovitinib,"Patients received Dovitinib (TKI258) on an outpatient basis at the dose of 500 mg qd for 5 days followed by 2 days off, every week for cycle of 4 weeks (28d) until disease progression, unacceptable toxicity, or consent withdrawal.",Dovitinib (TKI258),"Dovitinib | Patients received Dovitinib (TKI258) on an outpatient basis at the dose of 500 mg qd for 5 days followed by 2 days off, every week for cycle of 4 weeks (28d) until disease progression, unacceptable toxicity, or consent withdrawal. | Dovitinib (TKI258)",targeted_therapy,False,2.6,2.6,38,Overall Response Rate (ORR) of Patients Treated With Dovitinib,"Baseline, 12 weeks",2.6,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,2.6,0.0,Overall Response Rate (ORR) of Patients Treated With Dovitinib,SECONDARY,"Baseline, 12 weeks",NUMBER,Percentage of Participants,,,OG000,Dovitinib,2.6,38.0,2.6,0.1,11.9,https://clinicaltrials.gov/study/NCT01478373,https://clinicaltrials.gov/api/v2/studies/NCT01478373,2026-06-03,
11493,NCT00504153,https://clinicaltrials.gov/study/NCT00504153,https://clinicaltrials.gov/api/v2/studies/NCT00504153,Dasatinib in Treating Patients With Previously Treated Metastatic Colorectal Cancer,colorectal,2L+,no,OG000,OG000,Dasatinib (Tyrosine Kinase Inhibitor),Dasatinib (Tyrosine Kinase Inhibitor),Patients receive oral dasatinib twice daily on days 1-28. Treatment repeats every 28 days in the absence of disease progression or unacceptable toxicity.,dasatinib,Dasatinib (Tyrosine Kinase Inhibitor) | Patients receive oral dasatinib twice daily on days 1-28. Treatment repeats every 28 days in the absence of disease progression or unacceptable toxicity. | dasatinib,targeted_therapy,False,0,0,19,Response Rate (RR) (Complete or Partial Responders),"Every 2 courses, assessed up to 8 weeks after completion of study treatment (i.e., up to 10 months)",0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Response Rate (RR) (Complete or Partial Responders),SECONDARY,"Every 2 courses, assessed up to 8 weeks after completion of study treatment (i.e., up to 10 months)",NUMBER,percentage of participants,,,OG000,Dasatinib (Tyrosine Kinase Inhibitor),0,19.0,0.0,,,https://clinicaltrials.gov/study/NCT00504153,https://clinicaltrials.gov/api/v2/studies/NCT00504153,2026-06-03,
11678,NCT00297258,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,Pazopanib In Patients With Relapsed Or Refractory Soft Tissue Sarcoma,sarcoma_gist_bone,adjuvant,no,OG000,OG000,Pazopanib 800 mg - Adipocytic Tumors,Pazopanib 800 mg - Adipocytic Tumors,Pazopanib 800 mg (tablets) administered orally once a day,pazopanib,Pazopanib 800 mg - Adipocytic Tumors | Pazopanib 800 mg (tablets) administered orally once a day | pazopanib,targeted_therapy,False,0,0,19,Overall Response,Baseline until either response or progression (up to approximately 5 years),0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Response,SECONDARY,Baseline until either response or progression (up to approximately 5 years),NUMBER,participants,Complete Response,,OG000,Pazopanib 800 mg - Adipocytic Tumors,0,19.0,0.0,,,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,2026-06-03,
11679,NCT00297258,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,Pazopanib In Patients With Relapsed Or Refractory Soft Tissue Sarcoma,sarcoma_gist_bone,adjuvant,no,OG001,OG001,Pazopanib 800 mg - Leiomyosarcoma,Pazopanib 800 mg - Leiomyosarcoma,Pazopanib 800 mg (tablets) administered orally once a day,pazopanib,Pazopanib 800 mg - Leiomyosarcoma | Pazopanib 800 mg (tablets) administered orally once a day | pazopanib,targeted_therapy,False,2.43902,1,41,Overall Response,Baseline until either response or progression (up to approximately 5 years),2.43902,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,2.4390243902439024,4.390243902197e-06,Overall Response,SECONDARY,Baseline until either response or progression (up to approximately 5 years),NUMBER,participants,Partial Response,,OG001,Pazopanib 800 mg - Leiomyosarcoma,1,41.0,2.4390243902439024,,,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,2026-06-03,
11680,NCT00297258,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,Pazopanib In Patients With Relapsed Or Refractory Soft Tissue Sarcoma,sarcoma_gist_bone,adjuvant,no,OG002,OG002,Pazopanib 800 mg - Synovial Sarcoma,Pazopanib 800 mg - Synovial Sarcoma,Pazopanib 800 mg (tablets) administered orally once a day,pazopanib,Pazopanib 800 mg - Synovial Sarcoma | Pazopanib 800 mg (tablets) administered orally once a day | pazopanib,targeted_therapy,False,10.8108,4,37,Overall Response,Baseline until either response or progression (up to approximately 5 years),10.8108,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,10.81081081081081,1.081081081011348e-05,Overall Response,SECONDARY,Baseline until either response or progression (up to approximately 5 years),NUMBER,participants,Partial Response,,OG002,Pazopanib 800 mg - Synovial Sarcoma,4,37.0,10.81081081081081,,,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,2026-06-03,
11681,NCT00297258,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,Pazopanib In Patients With Relapsed Or Refractory Soft Tissue Sarcoma,sarcoma_gist_bone,adjuvant,no,OG003,OG003,Pazopanib 800mg - Other Soft Tissue Sarcoma (STS),Pazopanib 800mg - Other Soft Tissue Sarcoma (STS),Pazopanib 800 mg (tablets) administered orally once a day,pazopanib,Pazopanib 800mg - Other Soft Tissue Sarcoma (STS) | Pazopanib 800 mg (tablets) administered orally once a day | pazopanib,targeted_therapy,False,7.31707,3,41,Overall Response,Baseline until either response or progression (up to approximately 5 years),7.31707,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,7.317073170731707,3.170731706525487e-06,Overall Response,SECONDARY,Baseline until either response or progression (up to approximately 5 years),NUMBER,participants,Partial Response,,OG003,Pazopanib 800mg - Other Soft Tissue Sarcoma (STS),3,41.0,7.317073170731707,,,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258,2026-06-03,
11729,NCT00201838,https://clinicaltrials.gov/study/NCT00201838,https://clinicaltrials.gov/api/v2/studies/NCT00201838,"Etanercept and Gemcitabine in Patients With Advanced, Chemotherapy Naive Pancreatic Adenocarcinoma",pancreatic,1L,no,OG001__control_group_756121c2,OG001,Control Group,Control Group,Patients received gemcitabine alone,Gemcitabine,Control Group | Patients received gemcitabine alone | Gemcitabine,chemotherapy,False,14,14,6,Anti-tumor Effect as Measured by the Proportion of Patients Free of Disease-progression at Six Months After Treatment Initiation,up to 6 months,14,ctgov,,,,25,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;prostate::mitoxantrone,ctgov_verified_match,14.0,0.0,Anti-tumor Effect as Measured by the Proportion of Patients Free of Disease-progression at Six Months After Treatment Initiation,PRIMARY,up to 6 months,NUMBER,percent of patients with PFS,,,OG001,Control Group,14,6.0,14.0,,,https://clinicaltrials.gov/study/NCT00201838,https://clinicaltrials.gov/api/v2/studies/NCT00201838,2026-06-03,
11757,NCT03395080,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080,A Study of DKN-01 as a Monotherapy or in Combination With Paclitaxel in Patients With Recurrent Epithelial Endometrial or Epithelial Ovarian Cancer or Carcinosarcoma,ovarian_fallopian_peritoneal,adjuvant,no,OG000__p000,OG000,DKN-01 Monotherapy in Recurrent EEC,DKN-01 monotherapy in recurrent EEC,300mg DKN-01 monotherapy in recurrent EEC,300mg DKN-01,DKN-01 monotherapy in recurrent EEC | 300mg DKN-01 monotherapy in recurrent EEC | 300mg DKN-01,targeted_therapy,False,7.69231,2,26,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,Baseline to study completion (approximately 6 months),7.69231,ctgov,,,,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,7.6923076923076925,-2.307692307468301e-06,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,PRIMARY,Baseline to study completion (approximately 6 months),NUMBER,participants,Aggregate response categories,Complete Response; Partial Response,OG000,DKN-01 Monotherapy in Recurrent EEC,2.0,26.0,7.6923076923076925,,,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080,2026-06-03,
